id,Booking_status,Probability
42213,1,0.8522491
42214,1,0.8015991
42215,0,0.47832924
42216,1,0.6661048
42217,0,0.15991692
42218,0,0.034162175
42219,0,0.15090625
42220,0,0.4629905
42221,1,0.729879
42222,1,0.5178646
42223,0,0.13352759
42224,1,0.9082496
42225,1,0.7467845
42226,1,0.8864762
42227,0,0.05097292
42228,0,0.4988291
42229,0,0.10434916
42230,0,0.3224919
42231,1,0.7489063
42232,1,0.9145256
42233,0,0.103160694
42234,1,0.8326871
42235,0,0.16147454
42236,0,0.029234452
42237,1,0.7792793
42238,0,0.29643998
42239,0,0.15404569
42240,1,0.9352391
42241,1,0.60400873
42242,0,0.09815616
42243,1,0.91876596
42244,0,0.30559295
42245,1,0.6826634
42246,1,0.9210573
42247,1,0.807973
42248,0,0.48169297
42249,1,0.8865127
42250,0,0.48696527
42251,0,0.25309196
42252,1,0.81041676
42253,1,0.7640981
42254,0,0.07422878
42255,0,0.10107419
42256,1,0.67499167
42257,1,0.677793
42258,0,0.3928357
42259,1,0.76930696
42260,1,0.76739097
42261,1,0.682993
42262,1,0.8575016
42263,1,0.9485158
42264,0,0.08447914
42265,1,0.79735816
42266,0,0.031075891
42267,0,0.22541703
42268,1,0.82087207
42269,0,0.09918794
42270,1,0.8665955
42271,1,0.80136514
42272,0,0.08907045
42273,0,0.101778656
42274,1,0.8797871
42275,0,0.32493567
42276,0,0.1408301
42277,0,0.086303905
42278,0,0.043825082
42279,0,0.27731138
42280,0,0.43129072
42281,0,0.0014095805
42282,1,0.51683724
42283,0,0.10139846
42284,0,0.49704492
42285,0,0.03359319
42286,0,0.076295875
42287,1,0.73568875
42288,0,0.43249062
42289,1,0.7425684
42290,0,0.03289062
42291,1,0.9119128
42292,0,0.08179196
42293,1,0.82189524
42294,1,0.9784767
42295,0,0.19746694
42296,0,0.047531616
42297,0,0.21357065
42298,0,0.09602284
42299,1,0.8339782
42300,0,0.32645035
42301,0,0.42627102
42302,0,0.26913008
42303,0,0.31247708
42304,0,0.115976416
42305,0,0.33346587
42306,0,0.21890922
42307,0,0.07371713
42308,0,0.2581258
42309,0,0.17868805
42310,0,0.4393348
42311,1,0.59206903
42312,0,0.085312426
42313,1,0.88660556
42314,1,0.6341715
42315,0,0.21911018
42316,1,0.6645974
42317,0,0.14362906
42318,0,0.43473944
42319,0,0.01691504
42320,0,0.45084485
42321,1,0.53141415
42322,1,0.8413399
42323,0,0.040165678
42324,1,0.7320566
42325,0,0.026682667
42326,1,0.6088729
42327,0,0.032099936
42328,0,0.086348295
42329,0,0.062908486
42330,1,0.77462804
42331,0,0.46792978
42332,1,0.5151654
42333,1,0.72330785
42334,0,0.023531415
42335,1,0.7675171
42336,0,0.07306793
42337,1,0.744326
42338,0,0.2990938
42339,0,0.011252001
42340,0,0.119530015
42341,1,0.61424154
42342,1,0.8529484
42343,0,0.4626867
42344,0,0.3496966
42345,0,0.02102748
42346,1,0.98168474
42347,1,0.8084631
42348,1,0.77837145
42349,0,0.068958715
42350,0,0.39144462
42351,0,0.07595143
42352,1,0.75363666
42353,1,0.7993875
42354,0,0.09749755
42355,0,0.17387247
42356,1,0.58634377
42357,0,0.00023720089
42358,1,0.85678536
42359,0,0.08690824
42360,1,0.8123265
42361,0,0.16938846
42362,1,0.7004842
42363,0,0.21195985
42364,0,0.2749948
42365,0,0.22535524
42366,0,0.2934558
42367,1,0.7296497
42368,0,0.4928871
42369,1,0.806138
42370,0,0.43261623
42371,0,0.042464804
42372,1,0.60071
42373,1,0.90918356
42374,0,0.40494096
42375,0,0.3463582
42376,0,0.05379502
42377,1,0.91866004
42378,1,0.6382526
42379,0,0.2020936
42380,0,0.023265405
42381,0,0.49528933
42382,1,0.7270045
42383,1,0.93365955
42384,0,0.2730142
42385,0,0.012561583
42386,1,0.85852194
42387,1,0.7089197
42388,0,0.048889942
42389,0,0.013489802
42390,1,0.8690647
42391,0,0.18694213
42392,0,0.029678036
42393,0,0.18095349
42394,0,0.32964453
42395,1,0.57239544
42396,0,0.09057142
42397,1,0.932948
42398,0,0.09828096
42399,1,0.82528013
42400,1,0.6324411
42401,0,0.32473394
42402,1,0.6119586
42403,0,0.47404915
42404,0,0.35109946
42405,0,0.318313
42406,0,0.48430017
42407,0,0.14034212
42408,0,0.18249366
42409,0,0.42759502
42410,1,0.5883965
42411,0,4.4859587e-14
42412,1,0.8898164
42413,1,0.67873275
42414,1,0.68487287
42415,0,0.21732649
42416,1,0.8608146
42417,0,0.18387738
42418,0,0.42081708
42419,0,0.31755868
42420,0,0.14591324
42421,0,0.03539246
42422,1,0.50108266
42423,1,0.7061377
42424,1,0.8341667
42425,0,0.39084414
42426,0,0.43606833
42427,0,0.05054471
42428,0,0.29099718
42429,1,0.9671825
42430,1,0.5557609
42431,1,0.7287976
42432,1,0.9084576
42433,0,0.22927178
42434,0,3.4238724e-06
42435,0,0.065246366
42436,1,0.5083635
42437,0,0.21012712
42438,0,0.3153541
42439,1,0.9628516
42440,0,0.21752347
42441,1,0.9210834
42442,0,0.1742163
42443,0,0.22751904
42444,0,0.061328363
42445,0,0.06916361
42446,1,0.9307277
42447,0,0.1522195
42448,0,0.04630683
42449,0,0.16387261
42450,0,0.22799449
42451,0,0.1874881
42452,0,0.014622827
42453,0,0.11541297
42454,0,0.15387921
42455,0,0.31549603
42456,0,0.32532635
42457,0,0.037176244
42458,0,0.42680708
42459,0,0.34560627
42460,1,0.7442533
42461,0,0.113281466
42462,1,0.66583985
42463,0,0.24230313
42464,1,0.6726152
42465,0,0.14331165
42466,1,0.8000301
42467,0,0.35827443
42468,0,0.39090735
42469,0,0.053994186
42470,0,0.15223144
42471,1,0.55032563
42472,0,0.37554547
42473,0,0.063841164
42474,1,0.5118489
42475,0,0.075123675
42476,0,0.0011986565
42477,0,0.46808496
42478,1,0.8712886
42479,1,0.77470344
42480,0,0.010188432
42481,0,0.21745938
42482,0,0.051056582
42483,0,0.39709345
42484,0,0.1996604
42485,0,0.00017107789
42486,1,0.7746496
42487,0,0.481493
42488,0,0.00013310081
42489,0,0.17471093
42490,0,0.07857159
42491,1,0.73766744
42492,0,0.48817077
42493,0,0.18715113
42494,0,0.33309075
42495,1,0.5266241
42496,0,0.4815857
42497,0,0.015445539
42498,0,0.05497382
42499,0,0.07366265
42500,0,0.15804397
42501,0,0.45920476
42502,1,0.5560261
42503,1,0.9215811
42504,0,0.027432634
42505,0,2.3673379e-09
42506,1,0.5267501
42507,0,0.0101605365
42508,0,0.23885946
42509,0,0.28993186
42510,1,0.6359986
42511,1,0.5251978
42512,0,0.28231233
42513,0,0.008826205
42514,0,0.028897464
42515,1,0.67527395
42516,1,0.63632894
42517,1,0.6076674
42518,1,0.6442913
42519,0,0.40763584
42520,1,0.59496963
42521,0,0.019279154
42522,0,0.3214734
42523,0,0.39086133
42524,1,0.5536971
42525,1,0.7917686
42526,1,0.8443823
42527,1,0.51070243
42528,1,0.6604077
42529,0,0.10669432
42530,1,0.641546
42531,1,0.8979742
42532,0,0.2509994
42533,0,0.44093984
42534,0,0.12237966
42535,1,0.9153793
42536,0,0.11147436
42537,0,0.10569771
42538,1,0.75263697
42539,0,0.3021178
42540,0,0.32151723
42541,0,0.21168067
42542,0,0.19252813
42543,0,0.48326606
42544,0,0.031041149
42545,1,0.86569524
42546,0,0.033687916
42547,0,0.36983138
42548,1,0.53380984
42549,0,0.3174992
42550,1,0.54943633
42551,1,0.9063811
42552,1,0.7229476
42553,0,0.008565212
42554,0,0.26323745
42555,0,0.33965057
42556,0,0.26319155
42557,1,0.58908653
42558,0,0.38656586
42559,0,0.1021555
42560,0,0.28411597
42561,1,0.7286791
42562,1,0.8570403
42563,1,0.7336079
42564,0,0.4413554
42565,1,0.5834181
42566,1,0.96590525
42567,0,0.13392681
42568,0,0.018219497
42569,0,0.16096802
42570,1,0.5079054
42571,0,7.755472e-06
42572,0,0.4904162
42573,0,0.31267285
42574,1,0.5832471
42575,1,0.6600484
42576,0,0.21096869
42577,0,0.123033084
42578,0,0.021610629
42579,0,0.04746225
42580,0,4.174576e-29
42581,1,0.91132617
42582,0,0.08747532
42583,0,0.03467937
42584,0,0.023015467
42585,0,0.16251734
42586,0,1.7999469e-07
42587,1,0.72809577
42588,1,0.60071
42589,1,0.68025357
42590,1,0.8729381
42591,0,0.13071018
42592,0,0.15318069
42593,0,0.38777897
42594,0,0.02418997
42595,0,0.4108088
42596,0,0.38774043
42597,0,0.11622264
42598,0,0.33703375
42599,0,0.42375597
42600,0,0.0007641806
42601,0,0.37610576
42602,1,0.6972894
42603,0,0.16542816
42604,1,0.882527
42605,1,0.5087689
42606,1,0.79336095
42607,0,0.3591782
42608,0,0.26701748
42609,0,6.975981e-07
42610,1,0.6494611
42611,1,0.6979878
42612,0,0.04303887
42613,0,0.08534765
42614,0,0.0258443
42615,0,0.2641601
42616,1,0.843804
42617,0,0.441982
42618,1,0.6708505
42619,0,0.2191555
42620,1,0.7199078
42621,1,0.5925793
42622,0,0.43223256
42623,1,0.6384535
42624,0,0.018737959
42625,0,0.17594647
42626,1,0.80253947
42627,1,0.7242145
42628,1,0.8630147
42629,1,0.7592286
42630,1,0.92235065
42631,0,0.31364945
42632,0,0.0119380485
42633,0,0.047361482
42634,0,0.32953748
42635,0,0.10464671
42636,0,0.38601065
42637,1,0.59364253
42638,0,0.017372742
42639,1,0.63432354
42640,0,0.08113435
42641,0,0.07342395
42642,0,0.24517068
42643,0,0.3485989
42644,0,0.43475845
42645,1,0.7423462
42646,1,0.7097834
42647,0,0.08378236
42648,0,0.080891535
42649,0,0.21362369
42650,1,0.5534837
42651,0,0.13598692
42652,0,0.25467268
42653,0,0.17688777
42654,0,0.26261002
42655,0,0.034519963
42656,0,0.4959737
42657,1,0.70264107
42658,0,0.07943278
42659,0,0.3654793
42660,0,0.29763228
42661,0,0.13988927
42662,1,0.84531945
42663,0,0.030605152
42664,0,0.0690938
42665,0,0.3123983
42666,1,0.57785755
42667,0,0.16978388
42668,0,0.05444692
42669,1,0.81203455
42670,1,0.9017326
42671,0,0.24133293
42672,1,0.9389515
42673,0,0.272031
42674,0,0.0037825473
42675,0,0.31733972
42676,0,0.38857955
42677,1,0.61123335
42678,0,0.08776955
42679,0,0.06988563
42680,0,0.3045062
42681,0,0.01941254
42682,1,0.7569926
42683,1,0.88692576
42684,0,0.020250957
42685,0,0.21562248
42686,0,0.14183837
42687,0,0.045400318
42688,1,0.62535125
42689,1,0.9494767
42690,0,0.25712213
42691,0,0.0032873813
42692,0,0.038988184
42693,1,0.7310005
42694,0,0.11889459
42695,0,0.3381057
42696,1,0.58348805
42697,0,0.3450907
42698,0,0.2674517
42699,1,0.6530997
42700,0,0.37063178
42701,0,0.002515082
42702,0,0.07528791
42703,0,0.19179729
42704,0,0.22634292
42705,0,0.02693514
42706,0,0.08495101
42707,0,0.020229526
42708,0,0.047885742
42709,0,0.001681237
42710,0,0.45574778
42711,0,0.3612693
42712,1,0.72889215
42713,0,0.016781392
42714,0,0.13603032
42715,0,0.09124367
42716,1,0.7200307
42717,0,0.02030347
42718,0,0.017897353
42719,0,0.030666295
42720,1,0.77467966
42721,1,0.7825066
42722,0,0.41479015
42723,0,0.3156338
42724,0,0.3018398
42725,0,0.0030310221
42726,0,0.13131575
42727,1,0.9448426
42728,0,0.07972176
42729,1,0.88414484
42730,0,0.4876948
42731,0,0.030681035
42732,1,0.92126286
42733,1,0.78801936
42734,0,0.29862037
42735,0,0.17576815
42736,1,0.85440546
42737,0,0.4286685
42738,0,0.013164916
42739,0,0.29393965
42740,0,0.30324337
42741,1,0.8225734
42742,0,0.024277294
42743,1,0.7166567
42744,1,0.84614515
42745,1,0.814998
42746,0,0.0939524
42747,1,0.69672716
42748,1,0.88054985
42749,1,0.58016604
42750,1,0.6819242
42751,0,0.06396145
42752,0,0.039475694
42753,0,0.469381
42754,0,0.45208842
42755,1,0.7753091
42756,0,0.2101075
42757,0,0.057167538
42758,1,0.732783
42759,1,0.59265983
42760,0,0.41676304
42761,0,0.04562052
42762,1,0.90548813
42763,0,0.24485683
42764,1,0.8644569
42765,0,0.38307685
42766,0,0.036842138
42767,0,0.0017585937
42768,1,0.6085626
42769,0,0.15191415
42770,0,0.14878602
42771,1,0.87975156
42772,0,0.1646606
42773,1,0.5641698
42774,0,0.036670063
42775,0,0.0098583335
42776,0,0.059631247
42777,0,0.23729712
42778,0,0.3997453
42779,0,0.19402915
42780,0,0.030155582
42781,1,0.5201051
42782,0,0.041554302
42783,1,0.6474527
42784,1,0.6834209
42785,0,0.40034917
42786,0,4.559529e-23
42787,1,0.51710904
42788,1,0.50914747
42789,1,0.90100825
42790,0,0.23847936
42791,0,0.11796871
42792,0,0.20624577
42793,0,0.15108812
42794,0,0.20485269
42795,1,0.74481064
42796,1,0.86547405
42797,0,0.059096962
42798,1,0.60673535
42799,0,0.06634144
42800,1,0.67210066
42801,1,0.7151166
42802,0,0.13387333
42803,0,0.09368573
42804,0,0.09888082
42805,0,0.016613716
42806,1,0.7181193
42807,0,0.33861524
42808,0,3.885704e-05
42809,0,0.1411349
42810,1,0.9059251
42811,1,0.7977997
42812,0,0.43835837
42813,1,0.809068
42814,0,0.49190488
42815,0,0.0648864
42816,0,0.028629825
42817,1,0.60621756
42818,0,0.24267952
42819,0,0.17599788
42820,1,0.7255847
42821,0,0.012440166
42822,1,0.64654523
42823,1,0.70784426
42824,0,0.13999419
42825,0,0.010428273
42826,1,0.911989
42827,0,0.43172768
42828,1,0.67683345
42829,0,0.2865718
42830,1,0.7282336
42831,1,0.8995709
42832,0,0.10064665
42833,1,0.5857612
42834,0,0.11785082
42835,1,0.8876721
42836,0,0.41689754
42837,1,0.86056155
42838,0,0.024002843
42839,1,0.8109791
42840,0,0.02070585
42841,0,1.9776953e-06
42842,0,0.33873954
42843,1,0.8278032
42844,0,0.21066691
42845,0,0.058494784
42846,1,0.799199
42847,0,0.28578582
42848,0,0.016374785
42849,0,0.060918607
42850,0,0.17946637
42851,1,0.61214304
42852,1,0.54160196
42853,1,0.8754116
42854,0,0.075262174
42855,0,0.035173655
42856,0,0.22870538
42857,1,0.9065553
42858,0,0.089839466
42859,0,0.020584336
42860,0,0.27074793
42861,0,0.036855962
42862,0,0.008473028
42863,0,0.002971236
42864,1,0.887299
42865,1,0.6503129
42866,0,0.24977113
42867,0,0.24933408
42868,1,0.894509
42869,0,0.056853723
42870,0,0.072040096
42871,1,0.88624895
42872,0,0.44754753
42873,0,0.12908591
42874,0,0.37495148
42875,1,0.62476826
42876,1,0.651042
42877,0,0.1987988
42878,1,0.5445479
42879,0,0.38063106
42880,0,0.022925712
42881,0,0.013290091
42882,1,0.8638386
42883,1,0.7355093
42884,0,0.081823066
42885,1,0.82504994
42886,1,0.8935585
42887,0,0.3127634
42888,0,0.3183666
42889,1,0.86629426
42890,1,0.79352516
42891,0,0.31772083
42892,0,0.2827544
42893,0,0.086747706
42894,0,0.025272079
42895,1,0.5281976
42896,0,0.0735507
42897,0,0.43635783
42898,1,0.95105505
42899,0,0.1706172
42900,0,0.31415007
42901,1,0.69228697
42902,0,0.1969036
42903,1,0.6252127
42904,1,0.7257756
42905,0,0.056183703
42906,0,0.20937495
42907,1,0.5049009
42908,1,0.84849066
42909,0,0.35609293
42910,0,0.008164728
42911,1,0.8989099
42912,0,0.3496521
42913,0,0.2310662
42914,0,0.22250715
42915,1,0.54235905
42916,0,0.00038725883
42917,0,0.025702612
42918,0,0.10985647
42919,0,0.48531026
42920,0,0.4143103
42921,1,0.7167971
42922,1,0.7848948
42923,1,0.94107956
42924,1,0.68969035
42925,1,0.5386374
42926,0,0.042660262
42927,0,0.07234118
42928,0,0.4424324
42929,0,0.021918502
42930,1,0.7132925
42931,0,0.32260928
42932,1,0.8406949
42933,0,0.0530824
42934,1,0.96054775
42935,0,0.33459547
42936,1,0.81141984
42937,1,0.798621
42938,1,0.93838507
42939,0,0.27346265
42940,1,0.6192336
42941,1,0.51939136
42942,0,0.29154256
42943,1,0.9218646
42944,0,0.40443066
42945,1,0.6717378
42946,0,0.40863812
42947,0,0.075263105
42948,1,0.6202025
42949,0,0.06747882
42950,1,0.6036511
42951,0,0.16598319
42952,0,0.26274496
42953,1,0.85299474
42954,1,0.5629199
42955,1,0.8899462
42956,0,0.38541886
42957,1,0.6350587
42958,0,0.27436745
42959,0,0.42222574
42960,0,0.09107539
42961,1,0.5177562
42962,1,0.92396146
42963,0,0.17775732
42964,0,0.044281293
42965,0,0.003444259
42966,1,0.8391601
42967,1,0.78445965
42968,0,0.017727245
42969,0,0.31221092
42970,0,0.08203529
42971,0,0.33026412
42972,1,0.78394604
42973,1,0.78007895
42974,0,0.05313899
42975,0,0.4015447
42976,0,0.2426872
42977,0,0.20915017
42978,1,0.72013915
42979,0,0.14764239
42980,0,0.48475274
42981,0,0.46175995
42982,0,0.207869
42983,0,0.11546159
42984,0,0.4235
42985,1,0.53222847
42986,0,0.4434552
42987,1,0.96250755
42988,0,0.05377305
42989,0,0.2447299
42990,1,0.7442052
42991,0,0.10020201
42992,0,0.058578633
42993,0,0.083294325
42994,1,0.5880412
42995,1,0.78720784
42996,0,0.27611187
42997,0,0.39044213
42998,1,0.86169946
42999,1,0.7795045
43000,0,0.34883833
43001,0,0.22318432
43002,0,0.26310262
43003,1,0.73051476
43004,1,0.7568928
43005,0,0.26784423
43006,1,0.763854
43007,0,0.42378047
43008,0,0.23602615
43009,0,0.3147967
43010,1,0.76990473
43011,0,0.2692506
43012,1,0.5525879
43013,0,0.25181422
43014,1,0.7527128
43015,0,0.21757023
43016,1,0.57868826
43017,0,0.19444367
43018,0,0.15906955
43019,0,0.3239467
43020,1,0.8336931
43021,0,0.30374053
43022,0,0.43757197
43023,1,0.83379894
43024,0,0.1557915
43025,1,0.6681557
43026,1,0.72399217
43027,0,0.08704601
43028,0,0.18968524
43029,0,0.48774704
43030,0,0.3313857
43031,0,0.03717692
43032,0,0.015918758
43033,1,0.8623467
43034,0,0.17447843
43035,0,0.37539294
43036,0,0.031267222
43037,0,0.07281406
43038,1,0.6161435
43039,0,0.18937047
43040,0,0.2777999
43041,0,0.13806503
43042,0,1.2048901e-33
43043,1,0.8523352
43044,0,0.05082071
43045,0,0.10094114
43046,1,0.8074336
43047,0,0.2741464
43048,0,0.24952024
43049,0,0.21463051
43050,1,0.65304226
43051,0,0.15580936
43052,0,0.01793032
43053,1,0.67331725
43054,0,0.12752989
43055,0,0.24186946
43056,0,0.30240536
43057,0,0.11098752
43058,1,0.8718717
43059,1,0.64947385
43060,0,0.010249903
43061,0,0.07296191
43062,0,0.21990916
43063,1,0.69742316
43064,1,0.93017507
43065,1,0.63617885
43066,0,0.15317161
43067,0,0.20389639
43068,1,0.5996217
43069,0,0.037189692
43070,0,0.2173631
43071,0,3.5054196e-05
43072,0,0.0027898983
43073,0,0.32415444
43074,1,0.77261806
43075,0,0.2228004
43076,0,0.024543636
43077,0,0.4296365
43078,0,0.4554792
43079,1,0.5646444
43080,0,0.12528358
43081,0,0.10330413
43082,0,0.13974975
43083,0,0.15630195
43084,0,0.00028043523
43085,0,3.1584646e-06
43086,0,0.03508738
43087,1,0.58758515
43088,0,0.25749388
43089,1,0.827693
43090,1,0.54027784
43091,1,0.8127332
43092,0,0.007817087
43093,1,0.93687505
43094,0,0.21449651
43095,0,0.004265048
43096,1,0.78440183
43097,0,0.08028056
43098,1,0.6384063
43099,1,0.6285592
43100,0,0.43105602
43101,0,0.34586498
43102,1,0.6870479
43103,0,0.04989067
43104,0,0.036826137
43105,0,0.3529857
43106,1,0.62515366
43107,1,0.713882
43108,0,0.046158224
43109,0,0.28132024
43110,1,0.7853175
43111,0,0.4393199
43112,1,0.81386256
43113,0,0.2778167
43114,1,0.6959093
43115,0,0.2538222
43116,1,0.62973744
43117,0,0.08351012
43118,0,0.16033764
43119,1,0.7233149
43120,1,0.8981592
43121,0,0.1127586
43122,1,0.58192605
43123,1,0.6497815
43124,1,0.9705967
43125,1,0.7421272
43126,0,0.1971256
43127,1,0.5450266
43128,1,0.92745996
43129,1,0.52152056
43130,0,0.43291423
43131,0,0.4835411
43132,0,0.3238071
43133,1,0.8305773
43134,1,0.5749249
43135,1,0.60842127
43136,0,0.26789615
43137,0,0.273101
43138,0,0.051033832
43139,0,0.2303587
43140,0,0.17323644
43141,0,0.08458306
43142,1,0.91683185
43143,1,0.5052525
43144,1,0.722244
43145,1,0.86630136
43146,0,0.062048744
43147,0,0.19800113
43148,1,0.8021567
43149,0,0.03262156
43150,0,0.45398784
43151,0,0.06838002
43152,0,0.03031703
43153,0,0.106075905
43154,0,0.10146667
43155,0,0.21416283
43156,0,0.04427476
43157,0,0.027890638
43158,1,0.7229476
43159,0,0.48133174
43160,1,0.876799
43161,0,0.20843723
43162,0,0.26643172
43163,0,0.050509073
43164,0,0.021576503
43165,1,0.5981961
43166,0,0.01857795
43167,0,0.0076211267
43168,0,0.0043025957
43169,1,0.69216186
43170,0,0.20375118
43171,1,0.93974876
43172,1,0.963697
43173,0,0.28127986
43174,1,0.96179867
43175,1,0.884917
43176,0,0.2387642
43177,0,0.03523335
43178,0,0.027833197
43179,0,0.48539296
43180,1,0.80835974
43181,0,0.20187154
43182,1,0.91049784
43183,0,0.0014444374
43184,0,0.25254887
43185,1,0.89906573
43186,0,1.8602947e-08
43187,1,0.72524023
43188,1,0.5311958
43189,0,0.042652253
43190,0,0.1867785
43191,0,0.27612948
43192,1,0.56517935
43193,1,0.52986836
43194,1,0.50222856
43195,0,0.17802288
43196,0,0.4508719
43197,0,0.23784211
43198,1,0.74013746
43199,0,0.011770558
43200,0,0.31214273
43201,1,0.7773505
43202,0,0.037001196
43203,0,0.051000632
43204,0,0.33660308
43205,0,0.14005488
43206,1,0.76730937
43207,0,0.0012921995
43208,1,0.94428515
43209,0,0.103638805
43210,0,0.43402272
43211,1,0.764895
43212,0,0.45713422
43213,1,0.55435854
43214,0,0.062341128
43215,0,0.17170429
43216,1,0.5406365
43217,0,0.07072558
43218,1,0.7323402
43219,0,0.00041601117
43220,1,0.5365911
43221,1,0.5614495
43222,0,0.24729486
43223,0,0.021921184
43224,0,0.112358935
43225,0,0.32653213
43226,1,0.77387553
43227,1,0.5940213
43228,0,0.19407147
43229,0,0.23555832
43230,0,3.2479338e-06
43231,1,0.5647675
43232,0,0.45310506
43233,0,0.23424503
43234,0,0.029808734
43235,0,0.007288695
43236,0,0.011643476
43237,0,0.22493795
43238,0,0.12296149
43239,0,0.07102949
43240,0,0.070913315
43241,0,0.32301763
43242,0,0.2777939
43243,0,0.4389894
43244,1,0.85305065
43245,1,0.5637044
43246,0,0.009450237
43247,0,0.2533255
43248,1,0.6489752
43249,1,0.81176287
43250,1,0.8635598
43251,1,0.52340317
43252,1,0.91488445
43253,0,0.0693857
43254,1,0.8212094
43255,1,0.7171412
43256,1,0.87730795
43257,0,0.051345337
43258,1,0.84975594
43259,0,0.020433718
43260,1,0.8834144
43261,1,0.5670337
43262,0,0.08308859
43263,1,0.54415226
43264,0,0.47826245
43265,1,0.71394914
43266,1,0.75421715
43267,0,0.158723
43268,0,0.060222678
43269,0,9.9623474e-05
43270,1,0.7474845
43271,0,0.17948481
43272,0,0.4540966
43273,1,0.8517853
43274,0,0.03454636
43275,0,0.44413763
43276,0,0.438036
43277,0,0.43885157
43278,1,0.96144336
43279,1,0.78218883
43280,0,0.25641066
43281,0,0.03959709
43282,0,0.2754438
43283,1,0.78643376
43284,0,0.06887202
43285,0,0.31689492
43286,0,0.4620958
43287,1,0.5311658
43288,0,0.2880961
43289,1,0.77389
43290,0,0.0048723
43291,0,0.06253904
43292,0,0.14495745
43293,1,0.8694985
43294,0,0.43478066
43295,0,0.18575518
43296,1,0.8003668
43297,0,0.4692855
43298,0,0.093281604
43299,0,0.18444504
43300,0,0.07303326
43301,0,0.48246893
43302,0,0.38329843
43303,0,0.41497722
43304,0,0.43194586
43305,0,0.03943823
43306,1,0.87264425
43307,0,0.078078546
43308,1,0.6804069
43309,1,0.8657208
43310,0,0.33850616
43311,0,0.36519045
43312,0,0.063350216
43313,1,0.84641665
43314,0,0.4940472
43315,1,0.8958743
43316,1,0.5630571
43317,0,0.20966116
43318,0,0.21835224
43319,0,0.22479534
43320,1,0.5839347
43321,1,0.83327526
43322,0,0.49379012
43323,1,0.92491555
43324,0,0.39298525
43325,0,0.35037282
43326,0,0.017657742
43327,1,0.7046339
43328,0,0.45987844
43329,0,0.28934893
43330,0,0.3203346
43331,0,0.044650227
43332,1,0.9410307
43333,0,0.29520634
43334,0,0.39850232
43335,0,0.014360703
43336,0,0.0063530267
43337,1,0.5739417
43338,0,0.44116354
43339,0,0.06692772
43340,0,0.07410554
43341,1,0.90740204
43342,1,0.7362296
43343,1,0.8118479
43344,0,0.15855186
43345,0,0.31995356
43346,1,0.73966646
43347,0,0.49236107
43348,1,0.9316188
43349,0,0.052236464
43350,0,0.12496314
43351,1,0.7827635
43352,1,0.59484243
43353,1,0.8516396
43354,1,0.7931917
43355,0,0.3807708
43356,0,8.007465e-06
43357,1,0.8492427
43358,0,0.002748784
43359,0,0.07643175
43360,0,0.33228782
43361,0,0.04917679
43362,0,0.09395996
43363,0,0.07668959
43364,0,0.18604465
43365,0,0.48288426
43366,1,0.7299701
